year,district,institute_name,program,gender,enrolled,did,iid
2016,Rourkela,Kalinga Technical Institute,Mechanic,Other,4208.0,0032,0028
2016,Rourkela,Kalinga Technical Institute,Welder,Other,0.0,0032,0028
2016,Rourkela,Kalinga Training Institute,Data Entry,Female,168.0,0032,0029
2016,Rourkela,Kalinga Training Institute,Data Entry,Male,581.0,0032,0029
2016,Rourkela,Kalinga Training Institute,Data Entry,Other,0.0,0032,0029
2016,Rourkela,Kalinga Training Institute,Electrician,Female,0.0,0032,0029
2016,Rourkela,Kalinga Training Institute,Electrician,Male,207.0,0032,0029
2016,Rourkela,Kalinga Training Institute,Fitter,Male,155.0,0032,0029
2016,Rourkela,Kalinga Training Institute,Mechanic,Other,919.0,0032,0029
2016,Rourkela,Kalinga Training Institute,Welder,Male,0.0,0032,0029
2016,Rourkela,Kalinga Training Institute,Welder,Other,1155.0,0032,0029
2016,Rourkela,Kalinga Vocational College,Data Entry,Male,0.0,0032,0030
2016,Rourkela,Kalinga Vocational College,Data Entry,Other,209.0,0032,0030
2016,Rourkela,Kalinga Vocational College,Electrician,Female,389.0,0032,0030
2016,Rourkela,Kalinga Vocational College,Electrician,Male,0.0,0032,0030
2016,Rourkela,Kalinga Vocational College,Mechanic,Female,0.0,0032,0030
2016,Rourkela,Kalinga Vocational College,Welder,Female,2162.0,0032,0030
2016,Rourkela,Kalinga Vocational College,Welder,Other,1262.0,0032,0030
2016,Rourkela,Konark ITI,Data Entry,Male,239.0,0032,0031
2016,Rourkela,Konark ITI,Electrician,Female,1997.0,0032,0031
2016,Rourkela,Konark ITI,Fitter,Female,378.0,0032,0031
2016,Rourkela,Konark ITI,Mechanic,Male,0.0,0032,0031
2016,Rourkela,Konark ITI,Welder,Male,0.0,0032,0031
2016,Rourkela,Konark ITI,Welder,Other,0.0,0032,0031
2016,Rourkela,Konark Skills Center,Data Entry,Other,171.0,0032,0032
2016,Rourkela,Konark Skills Center,Electrician,Male,0.0,0032,0032
2016,Rourkela,Konark Skills Center,Fitter,Other,0.0,0032,0032
2016,Rourkela,Konark Technical Institute,Electrician,Other,0.0,0032,0033
2016,Rourkela,Konark Technical Institute,Fitter,Other,2423.0,0032,0033
2016,Rourkela,Konark Technical Institute,Mechanic,Female,0.0,0032,0033
2016,Rourkela,Konark Technical Institute,Welder,Female,95.0,0032,0033
2016,Rourkela,Konark Technical Institute,Welder,Male,0.0,0032,0033
2016,Rourkela,Konark Training Institute,Data Entry,Male,2342.0,0032,0034
2016,Rourkela,Konark Training Institute,Data Entry,Other,0.0,0032,0034
2016,Rourkela,Konark Training Institute,Fitter,Male,0.0,0032,0034
2016,Rourkela,Konark Training Institute,Fitter,Other,0.0,0032,0034
2016,Rourkela,Konark Training Institute,Mechanic,Female,0.0,0032,0034
2016,Rourkela,Konark Training Institute,Mechanic,Male,2561.0,0032,0034
2016,Rourkela,Konark Training Institute,Welder,Male,0.0,0032,0034
2016,Rourkela,Konark Vocational College,Data Entry,Female,775.0,0032,0035
2016,Rourkela,Konark Vocational College,Data Entry,Other,180.0,0032,0035
2016,Rourkela,Konark Vocational College,Electrician,Male,0.0,0032,0035
2016,Rourkela,Konark Vocational College,Fitter,Other,2211.0,0032,0035
2016,Rourkela,Konark Vocational College,Welder,Female,0.0,0032,0035
2016,Rourkela,Nilachal ITI,Data Entry,Female,3230.0,0032,0036
2016,Rourkela,Nilachal ITI,Fitter,Male,0.0,0032,0036
2016,Rourkela,Nilachal Skills Center,Data Entry,Male,25.0,0032,0037
2016,Rourkela,Nilachal Skills Center,Fitter,Female,0.0,0032,0037
2016,Rourkela,Nilachal Skills Center,Fitter,Male,0.0,0032,0037
2016,Rourkela,Nilachal Skills Center,Fitter,Other,0.0,0032,0037
2016,Rourkela,Nilachal Skills Center,Welder,Female,294.0,0032,0037
2016,Rourkela,Nilachal Skills Center,Welder,Male,0.0,0032,0037
2016,Rourkela,Nilachal Skills Center,Welder,Other,0.0,0032,0037
2016,Rourkela,Nilachal Technical Institute,Data Entry,Other,1813.0,0032,0038
2016,Rourkela,Nilachal Technical Institute,Electrician,Male,1396.0,0032,0038
2016,Rourkela,Nilachal Technical Institute,Electrician,Other,0.0,0032,0038
2016,Rourkela,Nilachal Technical Institute,Fitter,Female,0.0,0032,0038
2016,Rourkela,Nilachal Technical Institute,Fitter,Other,1385.0,0032,0038
2016,Rourkela,Nilachal Technical Institute,Welder,Male,64.0,0032,0038
2016,Rourkela,Nilachal Technical Institute,Welder,Other,17.0,0032,0038
2016,Rourkela,Nilachal Training Institute,Data Entry,Female,49.0,0032,0039
2016,Rourkela,Nilachal Training Institute,Data Entry,Other,3970.0,0032,0039
2016,Rourkela,Nilachal Training Institute,Electrician,Female,673.0,0032,0039
2016,Rourkela,Nilachal Training Institute,Electrician,Male,288.0,0032,0039
2016,Rourkela,Nilachal Training Institute,Fitter,Other,0.0,0032,0039
2016,Rourkela,Nilachal Training Institute,Mechanic,Other,0.0,0032,0039
2016,Rourkela,Nilachal Training Institute,Welder,Male,1524.0,0032,0039
2016,Rourkela,Nilachal Training Institute,Welder,Other,284.0,0032,0039
2016,Rourkela,Nilachal Vocational College,Data Entry,Other,0.0,0032,0040
2016,Rourkela,Nilachal Vocational College,Electrician,Female,2513.0,0032,0040
2016,Rourkela,Nilachal Vocational College,Electrician,Other,0.0,0032,0040
2016,Rourkela,Nilachal Vocational College,Welder,Female,2480.0,0032,0040
2016,Rourkela,Nilachal Vocational College,Welder,Other,3386.0,0032,0040
2016,Rourkela,Odisha ITI,Data Entry,Female,284.0,0032,0041
2016,Rourkela,Odisha ITI,Data Entry,Other,0.0,0032,0041
2016,Rourkela,Odisha ITI,Electrician,Female,134.0,0032,0041
2016,Rourkela,Odisha ITI,Electrician,Male,2012.0,0032,0041
2016,Rourkela,Odisha ITI,Electrician,Other,1394.0,0032,0041
2016,Rourkela,Odisha ITI,Fitter,Female,4166.0,0032,0041
2016,Rourkela,Odisha ITI,Fitter,Other,0.0,0032,0041
2016,Rourkela,Odisha ITI,Mechanic,Female,0.0,0032,0041
2016,Rourkela,Odisha ITI,Welder,Female,0.0,0032,0041
2016,Rourkela,Odisha Skills Center,Data Entry,Other,16.0,0032,0042
2016,Rourkela,Odisha Skills Center,Electrician,Female,260.0,0032,0042
2016,Rourkela,Odisha Skills Center,Fitter,Male,923.0,0032,0042
2016,Rourkela,Odisha Skills Center,Mechanic,Male,0.0,0032,0042
2016,Rourkela,Odisha Skills Center,Welder,Other,0.0,0032,0042
2016,Rourkela,Odisha Technical Institute,Data Entry,Female,0.0,0032,0043
2016,Rourkela,Odisha Technical Institute,Electrician,Male,1982.0,0032,0043
2016,Rourkela,Odisha Technical Institute,Fitter,Female,1543.0,0032,0043
2016,Rourkela,Odisha Technical Institute,Fitter,Other,213.0,0032,0043
2016,Rourkela,Odisha Technical Institute,Mechanic,Female,176.0,0032,0043
2016,Rourkela,Odisha Technical Institute,Mechanic,Other,211.0,0032,0043
2016,Rourkela,Odisha Training Institute,Electrician,Female,70.0,0032,0044
2016,Rourkela,Odisha Training Institute,Electrician,Male,2573.0,0032,0044
2016,Rourkela,Odisha Training Institute,Electrician,Other,0.0,0032,0044
2016,Rourkela,Odisha Training Institute,Fitter,Male,38.0,0032,0044
2016,Rourkela,Odisha Training Institute,Fitter,Other,0.0,0032,0044
2016,Rourkela,Odisha Training Institute,Mechanic,Female,1550.0,0032,0044
2016,Rourkela,Odisha Training Institute,Welder,Other,0.0,0032,0044
2016,Rourkela,Odisha Vocational College,Fitter,Other,217.0,0032,0045
2016,Rourkela,Odisha Vocational College,Mechanic,Female,2731.0,0032,0045
2016,Rourkela,Odisha Vocational College,Mechanic,Male,264.0,0032,0045
2016,Rourkela,Odisha Vocational College,Mechanic,Other,0.0,0032,0045
2016,Rourkela,Utkal ITI,Data Entry,Other,223.0,0032,0046
2016,Rourkela,Utkal ITI,Electrician,Female,128.0,0032,0046
2016,Rourkela,Utkal ITI,Fitter,Female,206.0,0032,0046
2016,Rourkela,Utkal ITI,Fitter,Male,82.0,0032,0046
2016,Rourkela,Utkal ITI,Fitter,Other,0.0,0032,0046
2016,Rourkela,Utkal ITI,Mechanic,Female,1031.0,0032,0046
2016,Rourkela,Utkal ITI,Mechanic,Male,802.0,0032,0046
2016,Rourkela,Utkal ITI,Mechanic,Other,2921.0,0032,0046
2016,Rourkela,Utkal ITI,Welder,Male,0.0,0032,0046
2016,Rourkela,Utkal Skills Center,Data Entry,Female,1503.0,0032,0047
2016,Rourkela,Utkal Skills Center,Data Entry,Male,188.0,0032,0047
2016,Rourkela,Utkal Skills Center,Electrician,Male,579.0,0032,0047
2016,Rourkela,Utkal Skills Center,Electrician,Other,1424.0,0032,0047
2016,Rourkela,Utkal Skills Center,Fitter,Other,51.0,0032,0047
2016,Rourkela,Utkal Skills Center,Mechanic,Female,567.0,0032,0047
2016,Rourkela,Utkal Skills Center,Mechanic,Other,0.0,0032,0047
2016,Rourkela,Utkal Skills Center,Welder,Female,61.0,0032,0047
2016,Rourkela,Utkal Skills Center,Welder,Male,1233.0,0032,0047
2016,Rourkela,Utkal Technical Institute,Data Entry,Female,0.0,0032,0048
2016,Rourkela,Utkal Technical Institute,Data Entry,Male,69.0,0032,0048
2016,Rourkela,Utkal Technical Institute,Data Entry,Other,0.0,0032,0048
2016,Rourkela,Utkal Technical Institute,Electrician,Female,194.0,0032,0048
2016,Rourkela,Utkal Technical Institute,Electrician,Other,138.0,0032,0048
2016,Rourkela,Utkal Technical Institute,Mechanic,Male,287.0,0032,0048
2016,Rourkela,Utkal Technical Institute,Welder,Female,0.0,0032,0048
2016,Rourkela,Utkal Technical Institute,Welder,Other,1060.0,0032,0048
2016,Rourkela,Utkal Training Institute,Data Entry,Female,199.0,0032,0049
2016,Rourkela,Utkal Training Institute,Data Entry,Male,0.0,0032,0049
2016,Rourkela,Utkal Training Institute,Fitter,Other,1949.0,0032,0049
2016,Rourkela,Utkal Training Institute,Welder,Female,0.0,0032,0049
2016,Rourkela,Utkal Training Institute,Welder,Male,250.0,0032,0049
2016,Rourkela,Utkal Training Institute,Welder,Other,154.0,0032,0049
2016,Rourkela,Utkal Vocational College,Data Entry,Female,1508.0,0032,0050
2016,Rourkela,Utkal Vocational College,Electrician,Male,1502.0,0032,0050
2016,Rourkela,Utkal Vocational College,Mechanic,Other,0.0,0032,0050
2016,Rourkela,Utkal Vocational College,Welder,Female,2324.0,0032,0050
2016,Rourkela,Utkal Vocational College,Welder,Male,230.0,0032,0050
2016,Sambalpur,Barabati ITI,Data Entry,Male,0.0,0012,0001
2016,Sambalpur,Barabati ITI,Data Entry,Other,0.0,0012,0001
2016,Sambalpur,Barabati ITI,Electrician,Female,0.0,0012,0001
2016,Sambalpur,Barabati ITI,Fitter,Female,269.0,0012,0001
2016,Sambalpur,Barabati ITI,Fitter,Male,2178.0,0012,0001
2016,Sambalpur,Barabati ITI,Mechanic,Female,0.0,0012,0001
2016,Sambalpur,Barabati ITI,Welder,Female,0.0,0012,0001
2016,Sambalpur,Barabati ITI,Welder,Other,279.0,0012,0001
2016,Sambalpur,Barabati Skills Center,Data Entry,Other,0.0,0012,0002
2016,Sambalpur,Barabati Skills Center,Fitter,Female,53.0,0012,0002
2016,Sambalpur,Barabati Skills Center,Mechanic,Other,0.0,0012,0002
2016,Sambalpur,Barabati Skills Center,Welder,Male,0.0,0012,0002
2016,Sambalpur,Barabati Skills Center,Welder,Other,1873.0,0012,0002
2016,Sambalpur,Barabati Technical Institute,Data Entry,Male,2767.0,0012,0003
2016,Sambalpur,Barabati Technical Institute,Data Entry,Other,0.0,0012,0003
2016,Sambalpur,Barabati Technical Institute,Electrician,Female,0.0,0012,0003
2016,Sambalpur,Barabati Technical Institute,Electrician,Male,821.0,0012,0003
2016,Sambalpur,Barabati Technical Institute,Electrician,Other,0.0,0012,0003
2016,Sambalpur,Barabati Technical Institute,Fitter,Female,676.0,0012,0003
2016,Sambalpur,Barabati Technical Institute,Fitter,Male,0.0,0012,0003
2016,Sambalpur,Barabati Technical Institute,Mechanic,Female,0.0,0012,0003
2016,Sambalpur,Barabati Technical Institute,Mechanic,Male,2176.0,0012,0003
2016,Sambalpur,Barabati Training Institute,Data Entry,Female,2207.0,0012,0004
2016,Sambalpur,Barabati Training Institute,Data Entry,Male,230.0,0012,0004
2016,Sambalpur,Barabati Training Institute,Data Entry,Other,244.0,0012,0004
2016,Sambalpur,Barabati Training Institute,Electrician,Male,15.0,0012,0004
2016,Sambalpur,Barabati Training Institute,Fitter,Other,1060.0,0012,0004
2016,Sambalpur,Barabati Training Institute,Mechanic,Male,0.0,0012,0004
2016,Sambalpur,Barabati Training Institute,Mechanic,Other,2625.0,0012,0004
2016,Sambalpur,Barabati Training Institute,Welder,Female,0.0,0012,0004
2016,Sambalpur,Barabati Training Institute,Welder,Other,0.0,0012,0004
2016,Sambalpur,Barabati Vocational College,Data Entry,Female,208.0,0012,0005
2016,Sambalpur,Barabati Vocational College,Data Entry,Male,1685.0,0012,0005
2016,Sambalpur,Barabati Vocational College,Data Entry,Other,537.0,0012,0005
2016,Sambalpur,Barabati Vocational College,Electrician,Male,2762.0,0012,0005
2016,Sambalpur,Barabati Vocational College,Mechanic,Male,2307.0,0012,0005
2016,Sambalpur,Barabati Vocational College,Mechanic,Other,1172.0,0012,0005
2016,Sambalpur,Barabati Vocational College,Welder,Female,63.0,0012,0005
2016,Sambalpur,Barabati Vocational College,Welder,Male,41.0,0012,0005
2016,Sambalpur,Barabati Vocational College,Welder,Other,179.0,0012,0005
2016,Sambalpur,Bhubaneshwar ITI,Data Entry,Female,81.0,0012,0006
2016,Sambalpur,Bhubaneshwar ITI,Data Entry,Other,0.0,0012,0006
2016,Sambalpur,Bhubaneshwar ITI,Electrician,Male,0.0,0012,0006
2016,Sambalpur,Bhubaneshwar ITI,Fitter,Female,0.0,0012,0006
2016,Sambalpur,Bhubaneshwar ITI,Fitter,Male,2880.0,0012,0006
2016,Sambalpur,Bhubaneshwar ITI,Mechanic,Other,2036.0,0012,0006
2016,Sambalpur,Bhubaneshwar ITI,Welder,Female,0.0,0012,0006
2016,Sambalpur,Bhubaneshwar ITI,Welder,Other,2601.0,0012,0006
2016,Sambalpur,Bhubaneshwar Skills Center,Electrician,Male,0.0,0012,0007
2016,Sambalpur,Bhubaneshwar Skills Center,Mechanic,Female,0.0,0012,0007
2016,Sambalpur,Bhubaneshwar Skills Center,Welder,Female,0.0,0012,0007
2016,Sambalpur,Bhubaneshwar Skills Center,Welder,Male,0.0,0012,0007
2016,Sambalpur,Bhubaneshwar Technical Institute,Electrician,Female,861.0,0012,0008
2016,Sambalpur,Bhubaneshwar Technical Institute,Electrician,Male,1850.0,0012,0008
2016,Sambalpur,Bhubaneshwar Technical Institute,Fitter,Other,1203.0,0012,0008
2016,Sambalpur,Bhubaneshwar Technical Institute,Welder,Male,0.0,0012,0008
2016,Sambalpur,Bhubaneshwar Training Institute,Data Entry,Male,0.0,0012,0009
2016,Sambalpur,Bhubaneshwar Training Institute,Electrician,Female,0.0,0012,0009
2016,Sambalpur,Bhubaneshwar Training Institute,Electrician,Other,0.0,0012,0009
2016,Sambalpur,Bhubaneshwar Training Institute,Fitter,Male,0.0,0012,0009
2016,Sambalpur,Bhubaneshwar Training Institute,Mechanic,Male,0.0,0012,0009
2016,Sambalpur,Bhubaneshwar Training Institute,Mechanic,Other,0.0,0012,0009
2016,Sambalpur,Bhubaneshwar Training Institute,Welder,Male,0.0,0012,0009
2016,Sambalpur,Bhubaneshwar Vocational College,Data Entry,Female,148.0,0012,0010
2016,Sambalpur,Bhubaneshwar Vocational College,Data Entry,Other,920.0,0012,0010
2016,Sambalpur,Bhubaneshwar Vocational College,Electrician,Male,2179.0,0012,0010
2016,Sambalpur,Bhubaneshwar Vocational College,Fitter,Other,217.0,0012,0010
2016,Sambalpur,Bhubaneshwar Vocational College,Mechanic,Female,0.0,0012,0010
2016,Sambalpur,Bhubaneshwar Vocational College,Mechanic,Other,1472.0,0012,0010
2016,Sambalpur,Bhubaneshwar Vocational College,Welder,Female,2780.0,0012,0010
2016,Sambalpur,Chilika ITI,Data Entry,Other,0.0,0012,0011
2016,Sambalpur,Chilika ITI,Electrician,Other,0.0,0012,0011
2016,Sambalpur,Chilika ITI,Fitter,Female,1997.0,0012,0011
2016,Sambalpur,Chilika ITI,Fitter,Male,99.0,0012,0011
2016,Sambalpur,Chilika ITI,Mechanic,Other,924.0,0012,0011
2016,Sambalpur,Chilika Skills Center,Data Entry,Other,383.0,0012,0012
2016,Sambalpur,Chilika Skills Center,Electrician,Female,216.0,0012,0012
2016,Sambalpur,Chilika Skills Center,Mechanic,Male,2907.0,0012,0012
2016,Sambalpur,Chilika Skills Center,Mechanic,Other,678.0,0012,0012
2016,Sambalpur,Chilika Skills Center,Welder,Female,0.0,0012,0012
2016,Sambalpur,Chilika Skills Center,Welder,Other,1758.0,0012,0012
2016,Sambalpur,Chilika Technical Institute,Data Entry,Female,0.0,0012,0013
2016,Sambalpur,Chilika Technical Institute,Electrician,Female,0.0,0012,0013
2016,Sambalpur,Chilika Technical Institute,Electrician,Male,0.0,0012,0013
2016,Sambalpur,Chilika Technical Institute,Electrician,Other,0.0,0012,0013
2016,Sambalpur,Chilika Technical Institute,Fitter,Male,2221.0,0012,0013
2016,Sambalpur,Chilika Technical Institute,Mechanic,Female,992.0,0012,0013
2016,Sambalpur,Chilika Technical Institute,Mechanic,Male,2368.0,0012,0013
2016,Sambalpur,Chilika Technical Institute,Welder,Male,0.0,0012,0013
2016,Sambalpur,Chilika Training Institute,Data Entry,Female,1766.0,0012,0014
2016,Sambalpur,Chilika Training Institute,Electrician,Male,27.0,0012,0014
2016,Sambalpur,Chilika Training Institute,Fitter,Other,0.0,0012,0014
2016,Sambalpur,Chilika Training Institute,Welder,Other,0.0,0012,0014
2016,Sambalpur,Chilika Vocational College,Data Entry,Female,2331.0,0012,0015
2016,Sambalpur,Chilika Vocational College,Data Entry,Other,59.0,0012,0015
2016,Sambalpur,Chilika Vocational College,Electrician,Male,69.0,0012,0015
2016,Sambalpur,Chilika Vocational College,Fitter,Female,144.0,0012,0015
2016,Sambalpur,Chilika Vocational College,Fitter,Male,1163.0,0012,0015
2016,Sambalpur,Chilika Vocational College,Mechanic,Other,0.0,0012,0015
2016,Sambalpur,Chilika Vocational College,Welder,Male,0.0,0012,0015
2016,Sambalpur,Cuttack ITI,Data Entry,Male,1065.0,0012,0016
2016,Sambalpur,Cuttack ITI,Data Entry,Other,0.0,0012,0016
2016,Sambalpur,Cuttack ITI,Electrician,Other,41.0,0012,0016
2016,Sambalpur,Cuttack ITI,Fitter,Male,0.0,0012,0016
2016,Sambalpur,Cuttack ITI,Mechanic,Female,958.0,0012,0016
2016,Sambalpur,Cuttack ITI,Mechanic,Male,204.0,0012,0016
2016,Sambalpur,Cuttack ITI,Welder,Female,982.0,0012,0016
2016,Sambalpur,Cuttack Skills Center,Data Entry,Female,46.0,0012,0017
2016,Sambalpur,Cuttack Skills Center,Data Entry,Male,133.0,0012,0017
2016,Sambalpur,Cuttack Skills Center,Electrician,Female,1727.0,0012,0017
2016,Sambalpur,Cuttack Skills Center,Electrician,Other,0.0,0012,0017
2016,Sambalpur,Cuttack Skills Center,Fitter,Other,0.0,0012,0017
2016,Sambalpur,Cuttack Skills Center,Mechanic,Female,157.0,0012,0017
2016,Sambalpur,Cuttack Skills Center,Welder,Male,186.0,0012,0017
2016,Sambalpur,Cuttack Skills Center,Welder,Other,178.0,0012,0017
2016,Sambalpur,Cuttack Technical Institute,Data Entry,Female,0.0,0012,0018
2016,Sambalpur,Cuttack Technical Institute,Mechanic,Male,85.0,0012,0018
2016,Sambalpur,Cuttack Technical Institute,Welder,Male,0.0,0012,0018
2016,Sambalpur,Cuttack Training Institute,Data Entry,Female,1828.0,0012,0019
2016,Sambalpur,Cuttack Training Institute,Data Entry,Male,1758.0,0012,0019
2016,Sambalpur,Cuttack Training Institute,Electrician,Male,1791.0,0012,0019
2016,Sambalpur,Cuttack Training Institute,Electrician,Other,229.0,0012,0019
2016,Sambalpur,Cuttack Training Institute,Fitter,Female,97.0,0012,0019
2016,Sambalpur,Cuttack Training Institute,Fitter,Male,0.0,0012,0019
2016,Sambalpur,Cuttack Training Institute,Fitter,Other,1702.0,0012,0019
2016,Sambalpur,Cuttack Training Institute,Welder,Male,0.0,0012,0019
2016,Sambalpur,Cuttack Training Institute,Welder,Other,184.0,0012,0019
2016,Sambalpur,Cuttack Vocational College,Data Entry,Male,278.0,0012,0020
2016,Sambalpur,Cuttack Vocational College,Mechanic,Other,276.0,0012,0020
2016,Sambalpur,Jagannath ITI,Data Entry,Other,111.0,0012,0021
2016,Sambalpur,Jagannath ITI,Electrician,Female,0.0,0012,0021
2016,Sambalpur,Jagannath ITI,Electrician,Male,0.0,0012,0021
2016,Sambalpur,Jagannath ITI,Electrician,Other,0.0,0012,0021
2016,Sambalpur,Jagannath ITI,Fitter,Female,2019.0,0012,0021
2016,Sambalpur,Jagannath ITI,Fitter,Other,2142.0,0012,0021
2016,Sambalpur,Jagannath ITI,Mechanic,Male,65.0,0012,0021
2016,Sambalpur,Jagannath ITI,Welder,Male,275.0,0012,0021
2016,Sambalpur,Jagannath ITI,Welder,Other,118.0,0012,0021
2016,Sambalpur,Jagannath Skills Center,Data Entry,Female,0.0,0012,0022
2016,Sambalpur,Jagannath Skills Center,Data Entry,Male,0.0,0012,0022
2016,Sambalpur,Jagannath Skills Center,Data Entry,Other,0.0,0012,0022
2016,Sambalpur,Jagannath Skills Center,Electrician,Male,1363.0,0012,0022
2016,Sambalpur,Jagannath Technical Institute,Data Entry,Female,0.0,0012,0023
2016,Sambalpur,Jagannath Technical Institute,Electrician,Male,2205.0,0012,0023
2016,Sambalpur,Jagannath Technical Institute,Electrician,Other,1934.0,0012,0023
2016,Sambalpur,Jagannath Technical Institute,Fitter,Male,0.0,0012,0023
2016,Sambalpur,Jagannath Technical Institute,Mechanic,Male,19.0,0012,0023
2016,Sambalpur,Jagannath Technical Institute,Mechanic,Other,127.0,0012,0023
2016,Sambalpur,Jagannath Technical Institute,Welder,Male,0.0,0012,0023
2016,Sambalpur,Jagannath Technical Institute,Welder,Other,250.0,0012,0023
2016,Sambalpur,Jagannath Training Institute,Data Entry,Female,0.0,0012,0024
2016,Sambalpur,Jagannath Training Institute,Data Entry,Male,0.0,0012,0024
2016,Sambalpur,Jagannath Training Institute,Electrician,Female,2893.0,0012,0024
2016,Sambalpur,Jagannath Training Institute,Electrician,Other,0.0,0012,0024
2016,Sambalpur,Jagannath Training Institute,Mechanic,Female,117.0,0012,0024
2016,Sambalpur,Jagannath Training Institute,Mechanic,Male,42.0,0012,0024
2016,Sambalpur,Jagannath Training Institute,Mechanic,Other,0.0,0012,0024
2016,Sambalpur,Jagannath Training Institute,Welder,Female,21.0,0012,0024
2016,Sambalpur,Jagannath Training Institute,Welder,Male,0.0,0012,0024
2016,Sambalpur,Jagannath Vocational College,Data Entry,Female,1280.0,0012,0025
2016,Sambalpur,Jagannath Vocational College,Data Entry,Other,0.0,0012,0025
2016,Sambalpur,Jagannath Vocational College,Electrician,Female,0.0,0012,0025
2016,Sambalpur,Jagannath Vocational College,Electrician,Other,834.0,0012,0025
2016,Sambalpur,Jagannath Vocational College,Fitter,Female,0.0,0012,0025
2016,Sambalpur,Jagannath Vocational College,Mechanic,Female,1326.0,0012,0025
2016,Sambalpur,Jagannath Vocational College,Welder,Other,0.0,0012,0025
2016,Sambalpur,Kalinga ITI,Data Entry,Female,762.0,0012,0026
2016,Sambalpur,Kalinga ITI,Data Entry,Other,59.0,0012,0026
2016,Sambalpur,Kalinga ITI,Electrician,Female,85.0,0012,0026
2016,Sambalpur,Kalinga ITI,Electrician,Male,134.0,0012,0026
2016,Sambalpur,Kalinga ITI,Mechanic,Female,0.0,0012,0026
2016,Sambalpur,Kalinga ITI,Mechanic,Male,1070.0,0012,0026
2016,Sambalpur,Kalinga ITI,Mechanic,Other,913.0,0012,0026
2016,Sambalpur,Kalinga ITI,Welder,Female,0.0,0012,0026
2016,Sambalpur,Kalinga Skills Center,Fitter,Other,0.0,0012,0027
2016,Sambalpur,Kalinga Skills Center,Welder,Female,141.0,0012,0027
2016,Sambalpur,Kalinga Technical Institute,Electrician,Female,0.0,0012,0028
2016,Sambalpur,Kalinga Technical Institute,Electrician,Other,247.0,0012,0028
2016,Sambalpur,Kalinga Technical Institute,Fitter,Female,0.0,0012,0028
2016,Sambalpur,Kalinga Technical Institute,Mechanic,Female,39.0,0012,0028
2016,Sambalpur,Kalinga Technical Institute,Mechanic,Other,208.0,0012,0028
2016,Sambalpur,Kalinga Technical Institute,Welder,Female,0.0,0012,0028
2016,Sambalpur,Kalinga Training Institute,Data Entry,Other,0.0,0012,0029
2016,Sambalpur,Kalinga Training Institute,Electrician,Male,515.0,0012,0029
2016,Sambalpur,Kalinga Training Institute,Fitter,Female,691.0,0012,0029
2016,Sambalpur,Kalinga Training Institute,Welder,Female,561.0,0012,0029
2016,Sambalpur,Kalinga Training Institute,Welder,Male,0.0,0012,0029
2016,Sambalpur,Kalinga Vocational College,Data Entry,Other,2011.0,0012,0030
2016,Sambalpur,Kalinga Vocational College,Electrician,Male,183.0,0012,0030
2016,Sambalpur,Kalinga Vocational College,Fitter,Female,0.0,0012,0030
2016,Sambalpur,Kalinga Vocational College,Mechanic,Female,2074.0,0012,0030
2016,Sambalpur,Kalinga Vocational College,Mechanic,Other,455.0,0012,0030
2016,Sambalpur,Kalinga Vocational College,Welder,Female,220.0,0012,0030
2016,Sambalpur,Konark ITI,Data Entry,Female,148.0,0012,0031
2016,Sambalpur,Konark ITI,Data Entry,Male,0.0,0012,0031
2016,Sambalpur,Konark ITI,Electrician,Male,2022.0,0012,0031
2016,Sambalpur,Konark ITI,Electrician,Other,0.0,0012,0031
2016,Sambalpur,Konark ITI,Fitter,Male,122.0,0012,0031
2016,Sambalpur,Konark ITI,Mechanic,Male,1905.0,0012,0031
2016,Sambalpur,Konark ITI,Mechanic,Other,0.0,0012,0031
2016,Sambalpur,Konark ITI,Welder,Male,0.0,0012,0031
2016,Sambalpur,Konark Skills Center,Data Entry,Female,279.0,0012,0032
2016,Sambalpur,Konark Skills Center,Electrician,Female,0.0,0012,0032
2016,Sambalpur,Konark Skills Center,Electrician,Male,248.0,0012,0032
2016,Sambalpur,Konark Skills Center,Fitter,Male,2143.0,0012,0032
2016,Sambalpur,Konark Technical Institute,Data Entry,Other,0.0,0012,0033
2016,Sambalpur,Konark Technical Institute,Electrician,Female,2189.0,0012,0033
2016,Sambalpur,Konark Technical Institute,Fitter,Other,551.0,0012,0033
2016,Sambalpur,Konark Technical Institute,Welder,Male,916.0,0012,0033
2016,Sambalpur,Konark Training Institute,Data Entry,Male,1811.0,0012,0034
2016,Sambalpur,Konark Training Institute,Electrician,Female,43.0,0012,0034
2016,Sambalpur,Konark Training Institute,Fitter,Female,0.0,0012,0034
2016,Sambalpur,Konark Training Institute,Fitter,Male,0.0,0012,0034
2016,Sambalpur,Konark Training Institute,Mechanic,Female,209.0,0012,0034
2016,Sambalpur,Konark Training Institute,Welder,Female,292.0,0012,0034
2016,Sambalpur,Konark Vocational College,Fitter,Female,0.0,0012,0035
2016,Sambalpur,Konark Vocational College,Mechanic,Female,1085.0,0012,0035
2016,Sambalpur,Konark Vocational College,Mechanic,Other,0.0,0012,0035
2016,Sambalpur,Konark Vocational College,Welder,Male,0.0,0012,0035
2016,Sambalpur,Nilachal ITI,Data Entry,Female,24.0,0012,0036
2016,Sambalpur,Nilachal ITI,Data Entry,Male,143.0,0012,0036
2016,Sambalpur,Nilachal ITI,Data Entry,Other,19.0,0012,0036
